FID IID sex age
NA18622 ASN_NA18622 1 58.6124773746744
NA18623 ASN_NA18623 1 49.3759411691685
NA18624 ASN_NA18624 1 34.8235943031293
NA18626 ASN_NA18626 2 64.0809993358554
NA18627 ASN_NA18627 2 41.7028050003412
NA18628 ASN_NA18628 2 48.935716082329
NA18630 ASN_NA18630 2 62.9856626942724
NA18631 ASN_NA18631 2 53.1803996697752
NA18632 ASN_NA18632 1 61.4159064328125
NA18633 ASN_NA18633 1 40.9720556750841
NA18634 ASN_NA18634 2 31.6678127853905
NA18635 ASN_NA18635 1 70.0901377097275
NA18636 ASN_NA18636 1 61.3906438998213
NA18637 ASN_NA18637 1 52.6514421473236
NA18638 ASN_NA18638 1 45.6316863703767
NA18639 ASN_NA18639 1 50.4558651032367
NA18640 ASN_NA18640 2 43.7664037000916
NA18641 ASN_NA18641 2 57.4148636023591
NA18642 ASN_NA18642 2 41.7018825031417
NA18643 ASN_NA18643 1 45.4045536811423
NA18645 ASN_NA18645 1 32.7629118603371
NA18647 ASN_NA18647 1 57.2603027908096
NA18740 ASN_NA18740 1 42.1673936914384
NA18745 ASN_NA18745 1 49.119420162154
NA18747 ASN_NA18747 1 48.5796240007887
NA18748 ASN_NA18748 1 58.9455756760283
NA18749 ASN_NA18749 1 39.8215076421878
NA18757 ASN_NA18757 1 46.2615312451666
NA18853 AFR_NA18853 1 52.1717587212732
NA18856 AFR_NA18856 1 36.3955748162891
NA18858 AFR_NA18858 2 67.0482975576374
NA18861 AFR_NA18861 2 63.7434437664903
NA18867 AFR_NA18867 2 59.9691781784547
NA18868 AFR_NA18868 1 57.2593011085504
NA18870 AFR_NA18870 2 55.6782936951265
NA18871 AFR_NA18871 1 66.2287471364443
NA18873 AFR_NA18873 2 53.7894584709076
NA18874 AFR_NA18874 1 58.2736128645221
NA18907 AFR_NA18907 2 44.6261495317509
NA18908 AFR_NA18908 1 50.2630985312147
NA18909 AFR_NA18909 2 43.970000312638
NA18910 AFR_NA18910 1 46.0049412971132
NA18912 AFR_NA18912 2 43.7905575554789
NA18916 AFR_NA18916 2 62.0731294588863
NA18917 AFR_NA18917 1 55.2208739591645
NA18923 AFR_NA18923 1 40.642095270483
NA18924 AFR_NA18924 2 56.8432336029736
NA18933 AFR_NA18933 2 50.3516871033794
NA18934 AFR_NA18934 1 49.1907890396974
NA18939 ASN_NA18939 2 47.3889223796126
NA18940 ASN_NA18940 1 54.317143129367
NA18941 ASN_NA18941 2 41.8227224003163
NA18942 ASN_NA18942 2 41.6284573109413
NA18943 ASN_NA18943 1 63.1737619509146
NA18944 ASN_NA18944 1 37.1327615442426
NA18945 ASN_NA18945 1 69.5057974391598
NA18946 ASN_NA18946 2 36.2024778179861
NA18947 ASN_NA18947 2 38.5443084112225
NA18948 ASN_NA18948 1 71.1139924089205
NA18949 ASN_NA18949 2 58.7120210643958
NA18950 ASN_NA18950 2 51.3918021387224
NA18951 ASN_NA18951 2 58.3288951643846
NA18952 ASN_NA18952 1 57.3541536634211
NA18953 ASN_NA18953 1 55.8266418890624
NA18954 ASN_NA18954 2 43.1813672231161
NA18956 ASN_NA18956 2 48.8026831217928
NA18957 ASN_NA18957 2 58.3136223790576
NA18959 ASN_NA18959 1 48.1794618726124
NA18960 ASN_NA18960 1 65.8945017302251
NA18961 ASN_NA18961 1 68.4711666596742
NA18962 ASN_NA18962 1 37.4672711695836
NA18963 ASN_NA18963 2 64.0810077161668
NA18964 ASN_NA18964 2 51.0910993747298
NA18965 ASN_NA18965 1 62.1505086710078
NA18966 ASN_NA18966 1 54.9663453581899
NA18968 ASN_NA18968 2 57.8949370297476
NA18971 ASN_NA18971 1 37.2644277308607
NA18973 ASN_NA18973 2 54.1959783416904
NA18974 ASN_NA18974 1 68.1726755130429
NA18975 ASN_NA18975 2 64.5292166728754
NA18976 ASN_NA18976 2 49.4340408145427
NA18977 ASN_NA18977 1 34.0705695133696
NA18978 ASN_NA18978 2 58.4893642510727
NA18980 ASN_NA18980 2 39.4338251382127
NA18981 ASN_NA18981 2 62.062403669477
NA18982 ASN_NA18982 1 42.4930427903618
NA18983 ASN_NA18983 1 68.2304475506673
NA18984 ASN_NA18984 1 34.2983035581971
NA18985 ASN_NA18985 1 50.506186332226
NA18986 ASN_NA18986 1 64.8974531428873
NA18987 ASN_NA18987 2 59.9260259926297
NA18988 ASN_NA18988 1 47.9845139528975
NA18989 ASN_NA18989 1 58.6483906939766
NA18990 ASN_NA18990 1 41.6392703726446
NA18992 ASN_NA18992 2 45.8966271580512
NA18994 ASN_NA18994 1 37.8034346212466
NA18995 ASN_NA18995 1 60.9882708244095
NA18998 ASN_NA18998 2 58.1044091336956
NA18999 ASN_NA18999 2 57.3581777537428
NA19000 ASN_NA19000 1 52.6327672726093
NA19002 ASN_NA19002 2 27.9107060144007
NA19003 ASN_NA19003 2 46.6773522749584
NA19004 ASN_NA19004 1 46.6821128609275
NA19005 ASN_NA19005 1 51.9320449419107
NA19007 ASN_NA19007 1 54.3634161561561
NA19009 ASN_NA19009 1 69.8873476446187
NA19010 ASN_NA19010 2 47.7883810619168
NA19012 ASN_NA19012 1 22.6417753149489
NA19020 AFR_NA19020 1 45.3531121622965
NA19028 AFR_NA19028 1 42.1282270407174
NA19035 AFR_NA19035 1 50.486726785967
NA19036 AFR_NA19036 2 59.0264216786446
NA19038 AFR_NA19038 2 63.1429517801817
NA19041 AFR_NA19041 1 47.2392766255796
NA19044 AFR_NA19044 1 55.3640576137551
NA19046 AFR_NA19046 1 53.5358862995551
NA19054 ASN_NA19054 2 55.039994425966
NA19055 ASN_NA19055 1 47.1825195389194
NA19056 ASN_NA19056 1 51.5817609191785
NA19057 ASN_NA19057 2 50.612121423616
NA19058 ASN_NA19058 1 52.1739116448776
NA19059 ASN_NA19059 2 43.7953249551754
NA19060 ASN_NA19060 1 51.4516218924105
NA19062 ASN_NA19062 1 71.5959437213257
NA19063 ASN_NA19063 1 54.3013763189817
NA19064 ASN_NA19064 2 46.4584668862925
NA19065 ASN_NA19065 2 59.5223653768539
NA19066 ASN_NA19066 1 44.7120344538667
NA19067 ASN_NA19067 1 52.513083589394
NA19068 ASN_NA19068 1 42.1420871641569
NA19070 ASN_NA19070 1 70.1539803968311
NA19072 ASN_NA19072 1 49.1068532453775
NA19074 ASN_NA19074 2 42.4077303583002
NA19075 ASN_NA19075 1 45.9289695467526
NA19076 ASN_NA19076 1 56.5697300071824
NA19077 ASN_NA19077 2 33.0333762095289
NA19078 ASN_NA19078 2 47.8488680749348
NA19079 ASN_NA19079 1 52.2854717210483
NA19080 ASN_NA19080 2 59.9882292179679
NA19081 ASN_NA19081 2 55.3121478097941
NA19082 ASN_NA19082 1 61.9079732902876
NA19083 ASN_NA19083 1 46.6325923573146
NA19084 ASN_NA19084 2 57.8988873151038
NA19085 ASN_NA19085 1 59.3006097566858
NA19087 ASN_NA19087 2 58.3009643987285
NA19088 ASN_NA19088 1 54.2147897395916
NA19093 AFR_NA19093 2 54.3624822451
NA19095 AFR_NA19095 2 65.0959352472971
NA19096 AFR_NA19096 1 46.7302584671887
NA19098 AFR_NA19098 1 53.2975568703755
NA19099 AFR_NA19099 2 43.3062582800185
NA19102 AFR_NA19102 2 49.3225859310483
NA19107 AFR_NA19107 1 56.2558774290439
NA19108 AFR_NA19108 2 63.7624685858173
NA19113 AFR_NA19113 1 52.6395326756963
NA19114 AFR_NA19114 2 48.7638329638175
NA19116 AFR_NA19116 2 48.8981302187999
NA19117 AFR_NA19117 1 68.3682333002977
NA19118 AFR_NA19118 2 48.0762035516714
NA19119 AFR_NA19119 1 46.5657722800816
NA19121 AFR_NA19121 1 41.5888684382498
NA19129 AFR_NA19129 2 51.9680984109005
NA19130 AFR_NA19130 1 38.5264883641159
NA19131 AFR_NA19131 2 60.5472902712267
NA19137 AFR_NA19137 2 42.1457667737068
NA19138 AFR_NA19138 1 46.3487320759524
NA19146 AFR_NA19146 1 52.136048920038
NA19147 AFR_NA19147 2 51.5496268746534
NA19149 AFR_NA19149 2 46.9651221810598
NA19150 AFR_NA19150 1 43.1471062810083
NA19152 AFR_NA19152 2 45.0091020989553
NA19160 AFR_NA19160 1 57.152411051239
NA19171 AFR_NA19171 1 56.7751988795424
NA19172 AFR_NA19172 2 44.2969908859168
NA19175 AFR_NA19175 1 38.2028403127804
NA19185 AFR_NA19185 2 54.069955005405
NA19189 AFR_NA19189 1 56.4638920676139
NA19190 AFR_NA19190 2 48.6008313285672
NA19197 AFR_NA19197 2 53.0804352761495
NA19198 AFR_NA19198 1 70.7282774813055
NA19200 AFR_NA19200 1 54.239110769145
NA19204 AFR_NA19204 2 52.1757805550664
NA19207 AFR_NA19207 1 47.136698948053
NA19209 AFR_NA19209 2 41.5908671971951
NA19213 AFR_NA19213 1 70.2719358037111
NA19222 AFR_NA19222 2 68.6440767962962
NA19223 AFR_NA19223 1 42.6718139359879
NA19225 AFR_NA19225 2 48.7531137624972
NA19235 AFR_NA19235 2 36.4324248437366
NA19236 AFR_NA19236 1 49.353434667787
NA19247 AFR_NA19247 2 68.2313397291321
NA19248 AFR_NA19248 1 53.5174159491275
NA19256 AFR_NA19256 1 56.3477493324365
NA19257 AFR_NA19257 2 44.1940620301593
NA19307 AFR_NA19307 1 46.2649708684546
NA19308 AFR_NA19308 1 56.4803810876261
NA19309 AFR_NA19309 1 61.0066407671931
NA19310 AFR_NA19310 2 37.9764836506239
NA19311 AFR_NA19311 1 55.7483559887596
NA19312 AFR_NA19312 1 54.1800303032923
NA19313 AFR_NA19313 2 49.8688754737398
NA19315 AFR_NA19315 2 56.5861183900721
NA19316 AFR_NA19316 2 44.2937288252008
NA19317 AFR_NA19317 1 56.7670166374082
NA19318 AFR_NA19318 1 39.3088647459955
NA19319 AFR_NA19319 1 42.9042503285036
NA19321 AFR_NA19321 2 43.0061115226682
NA19324 AFR_NA19324 2 57.2769676563314
NA19327 AFR_NA19327 2 54.8053725000437
NA19328 AFR_NA19328 2 44.9955580606116
NA19331 AFR_NA19331 1 63.539486640061
NA19332 AFR_NA19332 2 50.1831450641558
NA19334 AFR_NA19334 1 49.2192871040037
NA19338 AFR_NA19338 2 52.3329647580757
NA19346 AFR_NA19346 1 54.7726900197181
NA19347 AFR_NA19347 1 46.9853371505785
NA19350 AFR_NA19350 1 61.794037248071
NA19351 AFR_NA19351 2 45.419232244131
NA19352 AFR_NA19352 1 49.0687434024411
NA19355 AFR_NA19355 2 46.020115261443
NA19359 AFR_NA19359 1 45.707916751416
NA19360 AFR_NA19360 1 53.6534154859811
NA19371 AFR_NA19371 1 43.1907243095636
NA19372 AFR_NA19372 1 51.6195467260454
NA19373 AFR_NA19373 1 68.5929696976103
NA19374 AFR_NA19374 1 52.0910260312043
NA19375 AFR_NA19375 1 46.8122148928339
NA19376 AFR_NA19376 1 60.251731725346
NA19377 AFR_NA19377 2 65.1100792272066
NA19379 AFR_NA19379 2 48.8131395999194
NA19380 AFR_NA19380 1 26.1988473274351
NA19381 AFR_NA19381 2 61.7527399735911
NA19382 AFR_NA19382 1 25.7410812988994
NA19383 AFR_NA19383 1 52.2243586364751
NA19384 AFR_NA19384 1 52.7139318178349
NA19385 AFR_NA19385 1 61.0816662728207
NA19390 AFR_NA19390 2 54.7331119790311
NA19391 AFR_NA19391 2 53.8207603530048
NA19393 AFR_NA19393 1 44.3900043575223
NA19394 AFR_NA19394 1 64.1580300035294
NA19395 AFR_NA19395 2 71.6541348395817
NA19396 AFR_NA19396 2 35.2125252759896
NA19397 AFR_NA19397 1 44.7286800011493
NA19398 AFR_NA19398 2 55.9396069048834
NA19399 AFR_NA19399 2 75.3389486903675
NA19401 AFR_NA19401 2 56.693067769573
NA19403 AFR_NA19403 2 38.0883005064628
NA19404 AFR_NA19404 2 50.0359533191167
NA19428 AFR_NA19428 1 38.0818214519858
NA19429 AFR_NA19429 1 43.6019076654873
NA19430 AFR_NA19430 1 48.9457236389441
NA19431 AFR_NA19431 2 48.9942368467321
NA19434 AFR_NA19434 2 48.3960991934728
NA19435 AFR_NA19435 2 33.9211515263607
NA19436 AFR_NA19436 2 34.3543928114089
NA19437 AFR_NA19437 2 50.1146498714826
NA19438 AFR_NA19438 2 30.8423389422217
NA19439 AFR_NA19439 2 50.4558860573532
NA19440 AFR_NA19440 2 43.4212777139352
NA19443 AFR_NA19443 1 49.3941702594891
NA19444 AFR_NA19444 1 56.1421791877124
NA19445 AFR_NA19445 2 42.642170017227
NA19446 AFR_NA19446 2 47.6593408765022
NA19448 AFR_NA19448 1 44.7633482763392
NA19449 AFR_NA19449 2 49.7157259397684
NA19451 AFR_NA19451 1 49.5679423872968
NA19452 AFR_NA19452 1 53.1580350887299
NA19453 AFR_NA19453 1 37.3254818969161
NA19455 AFR_NA19455 1 60.2055347087226
NA19456 AFR_NA19456 2 49.9062515962725
NA19457 AFR_NA19457 2 59.4778982279462
NA19461 AFR_NA19461 1 56.7572131343261
NA19462 AFR_NA19462 2 60.5274170923783
NA19463 AFR_NA19463 2 40.7958963381897
NA19466 AFR_NA19466 1 51.7891834778973
NA19467 AFR_NA19467 2 51.1404966304649
NA19468 AFR_NA19468 2 61.5514917811589
NA19469 AFR_NA19469 2 51.4042826031615
NA19470 AFR_NA19470 2 43.4482599061844
NA19471 AFR_NA19471 2 48.4631684681508
NA19472 AFR_NA19472 2 47.6259151937725
NA19473 AFR_NA19473 2 44.8897364688166
NA19474 AFR_NA19474 2 53.1450335651369
NA19625 AFR_NA19625 2 37.492317791082
NA19648 AMR_NA19648 2 38.5559235687272
NA19651 AMR_NA19651 2 52.0957177756775
NA19652 AMR_NA19652 1 72.8737008416531
NA19654 AMR_NA19654 2 53.3309311570236
NA19655 AMR_NA19655 1 32.2337677037689
NA19657 AMR_NA19657 2 43.9195776916983
NA19660 AMR_NA19660 2 55.0130236569746
NA19661 AMR_NA19661 1 46.3387552308476
NA19663 AMR_NA19663 2 57.5395586272687
NA19664 AMR_NA19664 1 32.7846618802425
NA19672 AMR_NA19672 2 68.000519121765
NA19675 AMR_NA19675 2 40.9271790369786
NA19676 AMR_NA19676 1 55.6081830008936
NA19678 AMR_NA19678 2 54.4389456205528
NA19679 AMR_NA19679 1 55.6429429465454
NA19681 AMR_NA19681 2 50.8871323523944
NA19682 AMR_NA19682 1 34.1001250708156
NA19684 AMR_NA19684 2 68.9630525897153
NA19685 AMR_NA19685 1 33.612902167218
NA19700 AFR_NA19700 1 55.0002283204852
NA19701 AFR_NA19701 2 31.2219365138788
NA19703 AFR_NA19703 1 49.4865267700434
NA19704 AFR_NA19704 2 55.4148230357105
NA19707 AFR_NA19707 2 56.6738437636753
NA19711 AFR_NA19711 1 41.753286425904
NA19712 AFR_NA19712 2 55.8657805023284
NA19713 AFR_NA19713 2 46.0909159722172
NA19716 AMR_NA19716 2 52.4792907177066
NA19717 AMR_NA19717 1 49.8028601051068
NA19719 AMR_NA19719 2 54.7921279645995
NA19720 AMR_NA19720 1 48.3158110827254
NA19722 AMR_NA19722 2 49.1391934917516
NA19723 AMR_NA19723 1 41.0191783954251
NA19725 AMR_NA19725 2 55.0679290619246
NA19726 AMR_NA19726 1 48.0194112741547
NA19728 AMR_NA19728 2 40.0551439138932
NA19729 AMR_NA19729 1 54.1592023165475
NA19731 AMR_NA19731 2 51.480978800805
NA19732 AMR_NA19732 1 35.8548274766523
NA19734 AMR_NA19734 2 52.2914268897183
NA19735 AMR_NA19735 1 50.349810461038
NA19737 AMR_NA19737 2 70.7175778909849
NA19738 AMR_NA19738 1 50.4492275748051
NA19740 AMR_NA19740 2 36.6628903277744
NA19741 AMR_NA19741 1 53.5011241631905
NA19746 AMR_NA19746 2 22.7546581973687
NA19747 AMR_NA19747 1 55.4626619077012
NA19749 AMR_NA19749 2 55.1852963435037
NA19750 AMR_NA19750 1 80.5038425481655
NA19752 AMR_NA19752 2 18.41584719366
NA19753 AMR_NA19753 1 47.8797250638084
NA19755 AMR_NA19755 2 56.552035613906
NA19756 AMR_NA19756 1 44.6755952142575
NA19758 AMR_NA19758 2 55.8934855259434
NA19759 AMR_NA19759 1 49.2540456381186
NA19761 AMR_NA19761 2 71.2462434391282
NA19762 AMR_NA19762 1 49.6160236386954
NA19764 AMR_NA19764 2 48.5794066271056
NA19770 AMR_NA19770 2 50.1874986184252
NA19771 AMR_NA19771 1 46.0083123428609
NA19773 AMR_NA19773 2 44.3771398347111
NA19774 AMR_NA19774 1 48.7890322434108
NA19776 AMR_NA19776 2 71.3372413775579
NA19777 AMR_NA19777 1 48.3656326070433
NA19779 AMR_NA19779 2 46.0407763678553
NA19780 AMR_NA19780 1 57.5468954792097
NA19782 AMR_NA19782 2 46.1743395504765
NA19783 AMR_NA19783 1 51.8432747695235
NA19785 AMR_NA19785 2 60.8310532853143
NA19786 AMR_NA19786 1 54.8375041475479
NA19788 AMR_NA19788 2 52.394028397187
NA19789 AMR_NA19789 1 47.3574973963311
NA19794 AMR_NA19794 2 51.2618034805238
NA19795 AMR_NA19795 1 39.0366492921541
NA19818 AFR_NA19818 1 50.2148541611287
NA19819 AFR_NA19819 2 38.1441239349389
NA19834 AFR_NA19834 1 74.0459275963836
NA19835 AFR_NA19835 2 45.1990078576899
NA19900 AFR_NA19900 1 53.3477468457494
NA19901 AFR_NA19901 2 53.271388418385
NA19904 AFR_NA19904 1 44.4989392564842
NA19908 AFR_NA19908 1 43.6703352885933
NA19909 AFR_NA19909 2 52.0297873984114
NA19914 AFR_NA19914 2 48.8122520080486
NA19916 AFR_NA19916 1 46.4248959127637
NA19917 AFR_NA19917 2 45.4798444748632
NA19920 AFR_NA19920 1 51.5153806891031
NA19921 AFR_NA19921 2 36.2970139406339
NA19922 AFR_NA19922 1 56.4499569206272
NA19923 AFR_NA19923 2 40.1339576404217
NA19982 AFR_NA19982 1 64.7033502615275
NA19984 AFR_NA19984 1 66.6813638957204
NA19985 AFR_NA19985 2 49.2412073309585
NA20126 AFR_NA20126 1 49.9505479062521
NA20127 AFR_NA20127 2 62.9982189175464
NA20276 AFR_NA20276 2 72.3590174880281
NA20278 AFR_NA20278 1 24.3691756582716
NA20281 AFR_NA20281 1 51.6132891164186
NA20282 AFR_NA20282 2 49.2972756918154
NA20287 AFR_NA20287 2 45.6364093637545
NA20289 AFR_NA20289 2 62.1541094973587
NA20291 AFR_NA20291 1 60.1160064425712
NA20294 AFR_NA20294 2 49.4964086295236
NA20296 AFR_NA20296 2 59.5091354927268
NA20298 AFR_NA20298 1 56.9689121178767
NA20299 AFR_NA20299 2 66.0034054461559
NA20314 AFR_NA20314 2 56.3707170775162
NA20317 AFR_NA20317 2 47.2862339663999
NA20322 AFR_NA20322 2 63.8057297276001
NA20332 AFR_NA20332 2 25.3399673264685
NA20334 AFR_NA20334 2 64.348979425749
NA20336 AFR_NA20336 2 57.2297091750204
NA20339 AFR_NA20339 2 31.6561690399103
NA20340 AFR_NA20340 1 47.4692159133151
NA20341 AFR_NA20341 2 64.5852214078545
NA20342 AFR_NA20342 1 45.0266828298886
NA20344 AFR_NA20344 2 52.1268179405113
NA20346 AFR_NA20346 1 48.2418015780425
NA20348 AFR_NA20348 1 52.4884150129179
NA20351 AFR_NA20351 1 42.9370691171412
NA20356 AFR_NA20356 1 57.295185531991
NA20357 AFR_NA20357 2 43.2982456442653
NA20359 AFR_NA20359 2 44.5666748248262
NA20363 AFR_NA20363 2 46.997083288689
NA20412 AFR_NA20412 2 60.7019546363217
NA20414 AFR_NA20414 2 49.9279213459381
NA20502 EUR_NA20502 2 35.0551673687458
NA20503 EUR_NA20503 2 59.1309603547356
NA20504 EUR_NA20504 2 49.0086398571425
NA20505 EUR_NA20505 2 65.5264228799009
NA20506 EUR_NA20506 2 66.8397727465806
NA20507 EUR_NA20507 2 67.5039672456007
NA20508 EUR_NA20508 2 37.2728558243306
NA20509 EUR_NA20509 1 61.3999253805644
NA20510 EUR_NA20510 1 59.7124298788913
NA20512 EUR_NA20512 1 43.7621689821308
NA20513 EUR_NA20513 1 58.1886465233419
NA20515 EUR_NA20515 1 44.2606495784049
NA20516 EUR_NA20516 1 37.1045958734824
NA20517 EUR_NA20517 2 50.2380930919077
NA20518 EUR_NA20518 1 45.8191406221311
NA20519 EUR_NA20519 1 45.3459828596906
NA20520 EUR_NA20520 1 53.0241877633387
NA20521 EUR_NA20521 1 49.2572626609822
NA20522 EUR_NA20522 2 58.7271276819456
NA20524 EUR_NA20524 1 28.134796769678
NA20525 EUR_NA20525 1 53.9689158233151
NA20527 EUR_NA20527 1 42.4434433731816
NA20528 EUR_NA20528 1 56.7428563850998
NA20529 EUR_NA20529 2 48.0836353761095
NA20530 EUR_NA20530 2 34.7538090951463
NA20531 EUR_NA20531 2 56.9418758359868
NA20532 EUR_NA20532 1 44.6370227893043
NA20533 EUR_NA20533 2 43.8847231248
NA20534 EUR_NA20534 1 46.2067078815282
NA20535 EUR_NA20535 2 50.6348932062488
NA20536 EUR_NA20536 1 59.4963152219658
NA20537 EUR_NA20537 1 52.2436800256359
NA20538 EUR_NA20538 1 39.6563310690826
NA20539 EUR_NA20539 1 54.7808221488942
NA20540 EUR_NA20540 2 61.2899742640834
NA20541 EUR_NA20541 2 48.9069750225695
NA20542 EUR_NA20542 2 53.9208592028608
NA20543 EUR_NA20543 1 41.1696360721091
NA20544 EUR_NA20544 1 43.5133944589771
NA20581 EUR_NA20581 1 40.7845160025092
NA20582 EUR_NA20582 2 43.6977168708263
NA20585 EUR_NA20585 2 59.8340334922845
NA20586 EUR_NA20586 1 55.9453042166211
NA20588 EUR_NA20588 1 67.2591595869717
NA20589 EUR_NA20589 2 47.3504307790983
NA20752 EUR_NA20752 1 64.1165587040495
NA20753 EUR_NA20753 2 33.2394985372839
NA20754 EUR_NA20754 1 59.0267285430039
NA20755 EUR_NA20755 1 65.0018764398176
NA20756 EUR_NA20756 2 32.1640235970353
NA20757 EUR_NA20757 2 72.9785865362361
NA20758 EUR_NA20758 1 56.2946925270085
NA20759 EUR_NA20759 1 55.9488367525363
NA20760 EUR_NA20760 2 47.205533217844
NA20761 EUR_NA20761 2 61.5249281018132
NA20765 EUR_NA20765 1 46.7801139349407
NA20766 EUR_NA20766 2 47.0384873759415
NA20768 EUR_NA20768 2 44.6949406655646
NA20769 EUR_NA20769 2 30.0987991661842
NA20770 EUR_NA20770 1 34.6344631019453
NA20771 EUR_NA20771 2 50.6548966747659
NA20772 EUR_NA20772 2 43.8474017001646
NA20773 EUR_NA20773 2 55.4433609278457
NA20774 EUR_NA20774 2 37.5062704739107
NA20775 EUR_NA20775 2 30.6421607718
NA20778 EUR_NA20778 1 48.2044199005265
NA20783 EUR_NA20783 1 35.802791794594
NA20785 EUR_NA20785 1 54.4054354927883
NA20786 EUR_NA20786 2 63.4811721484608
NA20787 EUR_NA20787 1 60.971875659046
NA20790 EUR_NA20790 2 58.0640762460299
NA20792 EUR_NA20792 1 52.356752822031
NA20795 EUR_NA20795 2 58.1875452280689
NA20796 EUR_NA20796 1 40.0735487651799
NA20797 EUR_NA20797 2 42.3830243957785
NA20798 EUR_NA20798 1 48.6403652880008
NA20799 EUR_NA20799 2 53.5637468085643
NA20800 EUR_NA20800 2 45.8719347592965
NA20801 EUR_NA20801 1 49.0773402132907
NA20802 EUR_NA20802 2 50.3979284335887
NA20803 EUR_NA20803 1 61.8388494476818
NA20804 EUR_NA20804 2 42.4194982196379
NA20805 EUR_NA20805 1 48.3243641126887
NA20806 EUR_NA20806 1 62.6026543233727
NA20807 EUR_NA20807 2 43.4727575066271
NA20808 EUR_NA20808 2 25.2058135361655
NA20809 EUR_NA20809 1 49.4793230048909
NA20810 EUR_NA20810 1 62.7470617595266
NA20811 EUR_NA20811 1 63.0568001232465
NA20812 EUR_NA20812 1 45.5046091635797
NA20813 EUR_NA20813 2 43.4686585946123
NA20814 EUR_NA20814 1 51.4290167112916
NA20815 EUR_NA20815 1 47.0465019683041
NA20816 EUR_NA20816 1 53.9831493804742
NA20818 EUR_NA20818 2 39.2888573847222
NA20819 EUR_NA20819 2 49.5437007032756
NA20826 EUR_NA20826 2 62.5490075919674
NA20828 EUR_NA20828 2 62.1465793925402
