FID IID Phenotype
NA18943 ASN_NA18943 14.3734880067847
NA18944 ASN_NA18944 7.77946231970283
NA18945 ASN_NA18945 12.1761174012308
NA18946 ASN_NA18946 8.18534971753056
NA18947 ASN_NA18947 6.27727019543419
NA18948 ASN_NA18948 10.7284415806623
NA18949 ASN_NA18949 10.3412325425131
NA18950 ASN_NA18950 8.48092838189861
NA18951 ASN_NA18951 9.35774321329848
NA18952 ASN_NA18952 11.778164361805
NA18953 ASN_NA18953 9.07365643822581
NA18954 ASN_NA18954 9.08179659498995
NA18956 ASN_NA18956 7.48257593142793
NA18957 ASN_NA18957 11.3339868258354
NA18959 ASN_NA18959 9.84144909830481
NA18960 ASN_NA18960 13.7148680470096
NA18961 ASN_NA18961 12.6077300056889
NA18962 ASN_NA18962 8.75527974011663
NA18963 ASN_NA18963 10.1049222684715
NA18964 ASN_NA18964 9.44530064744831
NA18965 ASN_NA18965 10.0676501132003
NA18966 ASN_NA18966 9.84120074092705
NA18968 ASN_NA18968 10.7586890608295
NA18971 ASN_NA18971 10.4823502551647
NA18973 ASN_NA18973 8.36352694266171
NA18974 ASN_NA18974 12.3989416926848
NA18975 ASN_NA18975 10.6638250060803
NA18976 ASN_NA18976 8.97312485897545
NA18977 ASN_NA18977 6.63993576933187
NA18978 ASN_NA18978 10.6857068582316
NA18980 ASN_NA18980 7.70852123312606
NA18981 ASN_NA18981 10.0705003385411
NA18982 ASN_NA18982 9.29416638798489
NA18983 ASN_NA18983 12.2587531292425
NA18984 ASN_NA18984 8.47224827472272
NA18985 ASN_NA18985 9.44360637916279
NA18986 ASN_NA18986 12.0364355468084
NA18987 ASN_NA18987 10.4585389440725
NA18988 ASN_NA18988 9.4793351458314
NA18989 ASN_NA18989 10.5272509944193
NA18990 ASN_NA18990 10.4946247615454
NA18992 ASN_NA18992 9.92468327524512
NA18994 ASN_NA18994 8.97801657655554
NA18995 ASN_NA18995 12.6784091468241
NA18998 ASN_NA18998 12.2167727353168
NA18999 ASN_NA18999 10.7366737607787
NA19000 ASN_NA19000 10.3279343337643
NA19002 ASN_NA19002 4.60493754908224
NA19003 ASN_NA19003 7.66537962155866
NA19004 ASN_NA19004 10.3476170691298
NA19005 ASN_NA19005 9.32127512875858
NA19007 ASN_NA19007 10.8340518911836
NA19009 ASN_NA19009 11.3791396615202
NA19010 ASN_NA19010 9.52794357277378
NA19012 ASN_NA19012 7.95003607844677
NA19020 AFR_NA19020 10.2763306414916
NA19028 AFR_NA19028 10.2773419775822
NA19035 AFR_NA19035 12.5493464755187
NA19036 AFR_NA19036 11.999527264899
NA19038 AFR_NA19038 10.7921136871761
NA19041 AFR_NA19041 10.6686245829721
NA19044 AFR_NA19044 14.7561257635474
NA19046 AFR_NA19046 13.1823728363064
NA19054 ASN_NA19054 8.67081673799661
NA19055 ASN_NA19055 10.6490437470926
NA19056 ASN_NA19056 10.8520568264744
NA19057 ASN_NA19057 9.7426214365756
NA19058 ASN_NA19058 9.64867532543069
NA19059 ASN_NA19059 7.76512562680997
NA19060 ASN_NA19060 7.70337850095036
NA19062 ASN_NA19062 9.97486577024345
NA19063 ASN_NA19063 11.8529935717295
NA19064 ASN_NA19064 6.87886661143432
NA19065 ASN_NA19065 9.43591815516289
NA19066 ASN_NA19066 8.65635662797214
NA19067 ASN_NA19067 9.73528670793462
NA19068 ASN_NA19068 7.98804733286469
NA19070 ASN_NA19070 11.2118185451025
NA19072 ASN_NA19072 9.26768806313697
NA19074 ASN_NA19074 7.34546211733774
NA19075 ASN_NA19075 9.53125458271103
NA19076 ASN_NA19076 10.4133071374346
NA19077 ASN_NA19077 6.72600307747912
NA19078 ASN_NA19078 8.38682388288413
NA19079 ASN_NA19079 7.9075859741787
NA19080 ASN_NA19080 10.5091871485181
NA19081 ASN_NA19081 10.7154567538923
NA19082 ASN_NA19082 11.9874612242859
NA19083 ASN_NA19083 8.34813890950384
NA19084 ASN_NA19084 9.62868692381727
NA19085 ASN_NA19085 10.3794159420197
NA19087 ASN_NA19087 11.0135765608053
NA19088 ASN_NA19088 9.96407406594592
NA19093 AFR_NA19093 10.0265542282513
NA19095 AFR_NA19095 11.3034899645676
NA19096 AFR_NA19096 11.1813746830211
NA19098 AFR_NA19098 12.4132701364599
NA19099 AFR_NA19099 7.85804075284916
NA19102 AFR_NA19102 11.1731539012875
NA19107 AFR_NA19107 11.3891786652692
NA19108 AFR_NA19108 11.2069746061896
NA19113 AFR_NA19113 11.4919852386994
NA19114 AFR_NA19114 10.2086886648034
NA19116 AFR_NA19116 10.4183960518299
NA19117 AFR_NA19117 13.8482679543591
NA19118 AFR_NA19118 9.74176147768424
NA19119 AFR_NA19119 10.599531579667
NA19121 AFR_NA19121 8.98886571172128
NA19129 AFR_NA19129 8.59243903023924
NA19130 AFR_NA19130 8.80713080669472
NA19131 AFR_NA19131 8.34334916454978
NA19137 AFR_NA19137 7.86507047310706
NA19138 AFR_NA19138 11.0502043077749
NA19146 AFR_NA19146 11.9606051090857
NA19147 AFR_NA19147 9.58897741785979
NA19149 AFR_NA19149 10.1609151402817
NA19150 AFR_NA19150 12.2349576798883
NA19152 AFR_NA19152 9.38862309103539
NA19160 AFR_NA19160 12.6356107394675
NA19171 AFR_NA19171 13.6508698936818
NA19172 AFR_NA19172 9.84892342262367
NA19175 AFR_NA19175 7.31836039208969
NA19185 AFR_NA19185 10.2456321302863
NA19189 AFR_NA19189 11.919694149563
NA19190 AFR_NA19190 10.5095611471128
NA19197 AFR_NA19197 8.61795740564432
NA19198 AFR_NA19198 13.4759651131484
NA19200 AFR_NA19200 11.5064868934176
NA19204 AFR_NA19204 9.7124982620733
NA19207 AFR_NA19207 9.9503268547413
NA19209 AFR_NA19209 7.52091516547259
NA19213 AFR_NA19213 14.0243121771524
NA19222 AFR_NA19222 11.9065509027219
NA19223 AFR_NA19223 9.76301231287855
NA19225 AFR_NA19225 7.92264550332095
NA19235 AFR_NA19235 7.67033131793064
NA19236 AFR_NA19236 9.2069972436056
NA19247 AFR_NA19247 10.7735110280175
NA19248 AFR_NA19248 12.9831932580261
NA19256 AFR_NA19256 10.1651456932284
NA19257 AFR_NA19257 9.27972628125694
NA19307 AFR_NA19307 11.4633562290362
NA19308 AFR_NA19308 10.7715988862325
NA19309 AFR_NA19309 10.8891577903058
NA19310 AFR_NA19310 10.3800819834058
NA19311 AFR_NA19311 10.8242575989195
NA19312 AFR_NA19312 12.8113220740044
NA19313 AFR_NA19313 10.1425213387067
NA19315 AFR_NA19315 10.3797954762948
NA19316 AFR_NA19316 9.40852199414557
NA19317 AFR_NA19317 10.5681602379907
NA19318 AFR_NA19318 8.59516704888962
NA19319 AFR_NA19319 11.7272494015095
NA19321 AFR_NA19321 10.5378871423257
NA19324 AFR_NA19324 10.3185774371993
NA19327 AFR_NA19327 11.2125100653256
NA19328 AFR_NA19328 8.87224960575782
NA19331 AFR_NA19331 13.4961481113521
NA19332 AFR_NA19332 10.5539844342443
NA19334 AFR_NA19334 13.9183149820476
NA19338 AFR_NA19338 11.1375310781582
NA19346 AFR_NA19346 11.7209761566321
NA19347 AFR_NA19347 13.8032563354024
NA19350 AFR_NA19350 11.9733255872511
NA19351 AFR_NA19351 9.67541169745389
NA19352 AFR_NA19352 10.7812457222488
NA19355 AFR_NA19355 7.93857833143933
NA19359 AFR_NA19359 9.27017726273014
NA19360 AFR_NA19360 12.0131892732665
NA19371 AFR_NA19371 10.7481798000701
NA19372 AFR_NA19372 10.6154137322546
NA19373 AFR_NA19373 12.5649565867842
NA19374 AFR_NA19374 10.7580287325585
NA19375 AFR_NA19375 11.8944016324653
NA19376 AFR_NA19376 10.8566381495665
NA19377 AFR_NA19377 10.7212661399557
NA19379 AFR_NA19379 7.48895857426952
NA19380 AFR_NA19380 9.43055452721717
NA19381 AFR_NA19381 11.5728188485346
NA19382 AFR_NA19382 8.94584722623835
NA19383 AFR_NA19383 11.5822757498193
NA19384 AFR_NA19384 10.6389636736778
NA19385 AFR_NA19385 12.6622587874864
NA19390 AFR_NA19390 10.0493909659725
NA19391 AFR_NA19391 10.9499998039456
NA19393 AFR_NA19393 9.7451625231755
NA19394 AFR_NA19394 13.7384720468953
NA19395 AFR_NA19395 14.0311370538307
NA19396 AFR_NA19396 7.4678006343218
NA19397 AFR_NA19397 11.17404183617
NA19398 AFR_NA19398 8.97976612558852
NA19399 AFR_NA19399 12.0817683255611
NA19401 AFR_NA19401 8.3984834091693
NA19403 AFR_NA19403 6.86494323854756
NA19404 AFR_NA19404 12.7131486628039
NA19428 AFR_NA19428 8.40540071256923
NA19429 AFR_NA19429 8.75145503659792
NA19430 AFR_NA19430 10.0607074784907
NA19431 AFR_NA19431 8.44659534403444
NA19434 AFR_NA19434 10.2528167034934
NA19435 AFR_NA19435 7.42196495264909
NA19436 AFR_NA19436 8.48940055159625
NA19437 AFR_NA19437 10.6332657235323
NA19438 AFR_NA19438 7.5142376458858
NA19439 AFR_NA19439 11.4600925950757
NA19440 AFR_NA19440 8.12117568694195
NA19443 AFR_NA19443 13.6886396168152
NA19444 AFR_NA19444 11.1033897821022
NA19445 AFR_NA19445 11.6542007430094
NA19446 AFR_NA19446 10.2938808737728
NA19448 AFR_NA19448 10.4576897122462
NA19449 AFR_NA19449 8.38732361057139
NA19451 AFR_NA19451 11.3338353976114
NA19452 AFR_NA19452 9.49080710296762
NA19453 AFR_NA19453 7.09503013813297
NA19455 AFR_NA19455 13.1032479087034
NA19456 AFR_NA19456 8.91703034322339
NA19457 AFR_NA19457 11.1555296763569
NA19461 AFR_NA19461 11.5476342982264
NA19462 AFR_NA19462 11.4982540453088
NA19463 AFR_NA19463 7.04425762804032
NA19466 AFR_NA19466 13.2163910586646
NA19467 AFR_NA19467 10.7076549225265
NA19468 AFR_NA19468 9.88931294727217
NA19469 AFR_NA19469 10.0540388810444
NA19470 AFR_NA19470 9.8838797316082
NA19471 AFR_NA19471 7.12661461924001
NA19472 AFR_NA19472 10.6883495170543
NA19473 AFR_NA19473 9.07787865746829
NA19474 AFR_NA19474 8.3917119472421
NA19625 AFR_NA19625 7.55299064624439
NA19648 AMR_NA19648 9.05277138692827
NA19651 AMR_NA19651 10.0813193617541
NA19652 AMR_NA19652 11.8287987490471
NA19654 AMR_NA19654 10.0541082582636
NA19655 AMR_NA19655 9.7720468675476
NA19657 AMR_NA19657 7.2825916070304
NA19660 AMR_NA19660 9.44498644939189
NA19661 AMR_NA19661 10.8579250370091
NA19663 AMR_NA19663 10.1846772063522
NA19664 AMR_NA19664 9.17942503604246
NA19672 AMR_NA19672 11.3138123653778
NA19675 AMR_NA19675 7.71951589951831
NA19676 AMR_NA19676 10.9466728159201
NA19678 AMR_NA19678 8.2083715633338
NA19679 AMR_NA19679 11.6432879109545
NA19681 AMR_NA19681 9.17907388958551
NA19682 AMR_NA19682 8.94009432504081
NA19684 AMR_NA19684 11.6595764152071
NA19685 AMR_NA19685 9.11699262496465
NA19700 AFR_NA19700 10.0819638133154
NA19701 AFR_NA19701 7.36918297808176
NA19703 AFR_NA19703 12.2636658771843
NA19704 AFR_NA19704 9.69772300993156
NA19707 AFR_NA19707 11.321068967468
NA19711 AFR_NA19711 9.08576751003305
NA19712 AFR_NA19712 10.9062030032239
NA19713 AFR_NA19713 10.3452277997547
NA19716 AMR_NA19716 9.56863594770724
NA19717 AMR_NA19717 10.2552635435606
NA19719 AMR_NA19719 8.57920700660574
NA19720 AMR_NA19720 10.1025123961498
NA19722 AMR_NA19722 10.8745364274435
NA19723 AMR_NA19723 11.4992038165139
NA19725 AMR_NA19725 9.64544418670685
NA19726 AMR_NA19726 9.92491149434773
NA19728 AMR_NA19728 8.5790937710491
NA19729 AMR_NA19729 10.9289268358235
NA19731 AMR_NA19731 7.9567750459233
NA19732 AMR_NA19732 8.93825594493718
NA19734 AMR_NA19734 11.0941109333316
NA19735 AMR_NA19735 11.5633113318778
NA19737 AMR_NA19737 12.2655648064266
NA19738 AMR_NA19738 10.6428205428929
NA19740 AMR_NA19740 7.52315878126156
NA19741 AMR_NA19741 9.58971525462617
NA19746 AMR_NA19746 7.89515164580841
NA19747 AMR_NA19747 12.0762710881486
NA19749 AMR_NA19749 10.8493189457383
NA19750 AMR_NA19750 13.2392882472467
NA19752 AMR_NA19752 5.52327498321575
NA19753 AMR_NA19753 10.6142617405233
NA19755 AMR_NA19755 9.93663832006563
NA19756 AMR_NA19756 9.81598495460579
NA19758 AMR_NA19758 9.2470486831945
NA19759 AMR_NA19759 10.1717864978913
NA19761 AMR_NA19761 9.86068937282791
NA19762 AMR_NA19762 12.5320454303554
NA19764 AMR_NA19764 10.2597979593011
NA19770 AMR_NA19770 8.90722406137206
NA19771 AMR_NA19771 9.18054442996263
NA19773 AMR_NA19773 9.14132036265151
NA19774 AMR_NA19774 10.4252624708159
NA19776 AMR_NA19776 11.1163878196046
NA19777 AMR_NA19777 12.6235903668298
NA19779 AMR_NA19779 10.0271421573288
NA19780 AMR_NA19780 11.1715427293558
NA19782 AMR_NA19782 9.32838270928734
NA19783 AMR_NA19783 10.9888310715138
NA19785 AMR_NA19785 9.77305889266246
NA19786 AMR_NA19786 10.7066779925472
NA19788 AMR_NA19788 11.0784150726705
NA19789 AMR_NA19789 10.4903610179398
NA19794 AMR_NA19794 8.47426400132583
NA19795 AMR_NA19795 8.15296509061339
NA19818 AFR_NA19818 10.6107764965945
NA19819 AFR_NA19819 8.03717561754017
NA19834 AFR_NA19834 13.5891610587054
NA19835 AFR_NA19835 9.56364127330288
NA19900 AFR_NA19900 11.5457877749898
NA19901 AFR_NA19901 9.07857270029084
NA19904 AFR_NA19904 10.8816814650786
NA19908 AFR_NA19908 10.3356988280287
NA19909 AFR_NA19909 9.56347504872406
NA19914 AFR_NA19914 9.14814995315364
NA19916 AFR_NA19916 9.92858696920048
NA19917 AFR_NA19917 10.5037481639736
NA19920 AFR_NA19920 10.2141191887679
NA19921 AFR_NA19921 7.41217403783172
NA19922 AFR_NA19922 11.2823345781338
NA19923 AFR_NA19923 10.0642742163434
NA19982 AFR_NA19982 13.4605529801376
NA19984 AFR_NA19984 12.3543479804346
NA19985 AFR_NA19985 9.11619474659457
NA20126 AFR_NA20126 10.2162962246926
NA20127 AFR_NA20127 11.0534939840423
NA20276 AFR_NA20276 11.8940901452393
NA20278 AFR_NA20278 10.9358036750363
NA20281 AFR_NA20281 13.051647411488
NA20282 AFR_NA20282 10.190540976472
NA20287 AFR_NA20287 9.89963485392234
NA20289 AFR_NA20289 10.1294190569448
NA20291 AFR_NA20291 12.969959316459
NA20294 AFR_NA20294 10.1192509463525
NA20296 AFR_NA20296 11.6944849201361
NA20298 AFR_NA20298 11.3011255567594
NA20299 AFR_NA20299 9.92151593133424
NA20314 AFR_NA20314 9.61778349099609
NA20317 AFR_NA20317 10.120051053403
NA20322 AFR_NA20322 10.9667648696093
NA20332 AFR_NA20332 8.10804961226655
NA20334 AFR_NA20334 11.15132630947
NA20336 AFR_NA20336 9.89749475738492
NA20339 AFR_NA20339 7.00318534683195
NA20340 AFR_NA20340 9.2749170694091
NA20341 AFR_NA20341 13.1378363899499
NA20342 AFR_NA20342 11.6844674913356
NA20344 AFR_NA20344 9.28287235670614
NA20346 AFR_NA20346 10.5222823138938
NA20348 AFR_NA20348 13.2988139724255
NA20351 AFR_NA20351 10.7514540817274
NA20356 AFR_NA20356 10.3441575330348
NA20357 AFR_NA20357 8.99772845706133
NA20359 AFR_NA20359 7.29210114033578
NA20363 AFR_NA20363 10.1035275742802
NA20412 AFR_NA20412 11.3416763400286
NA20414 AFR_NA20414 8.51933595030706
NA20502 EUR_NA20502 8.99312226008595
NA20503 EUR_NA20503 10.1662100302204
NA20504 EUR_NA20504 7.70871667902779
NA20505 EUR_NA20505 11.3870577131444
NA20506 EUR_NA20506 9.72036782541656
NA20507 EUR_NA20507 10.0642133568582
NA20508 EUR_NA20508 8.9875091784168
NA20509 EUR_NA20509 12.1538359870027
NA20510 EUR_NA20510 13.1946714735918
NA20512 EUR_NA20512 10.4229820866894
NA20513 EUR_NA20513 10.9666127469309
NA20515 EUR_NA20515 9.10856835443349
NA20516 EUR_NA20516 10.650836950289
NA20517 EUR_NA20517 9.64712908274593
NA20518 EUR_NA20518 9.38644664696959
NA20519 EUR_NA20519 8.90041004544008
NA20520 EUR_NA20520 10.9183325564394
NA20521 EUR_NA20521 8.41185963782409
NA20522 EUR_NA20522 8.44929175349378
NA20524 EUR_NA20524 8.95363087620846
NA20525 EUR_NA20525 10.1918784640672
NA20527 EUR_NA20527 11.3579521251098
NA20528 EUR_NA20528 10.6911571046062
NA20529 EUR_NA20529 9.06155180394674
NA20530 EUR_NA20530 8.51352282099658
NA20531 EUR_NA20531 10.205174999496
NA20532 EUR_NA20532 10.7261184119469
NA20533 EUR_NA20533 10.1986381369433
NA20534 EUR_NA20534 10.6188270052835
NA20535 EUR_NA20535 11.7251816719566
NA20536 EUR_NA20536 12.5335089037104
NA20537 EUR_NA20537 11.6270715381409
NA20538 EUR_NA20538 10.6919046223945
NA20539 EUR_NA20539 11.767865247533
NA20540 EUR_NA20540 10.65876735229
NA20541 EUR_NA20541 9.44019277587639
NA20542 EUR_NA20542 9.70271760078185
NA20543 EUR_NA20543 8.87518382071903
NA20544 EUR_NA20544 10.3777894396627
NA20581 EUR_NA20581 8.84159740939159
NA20582 EUR_NA20582 8.67018939224081
NA20585 EUR_NA20585 8.96470480412401
NA20586 EUR_NA20586 10.9871916121068
NA20588 EUR_NA20588 12.8750214397763
NA20589 EUR_NA20589 8.85336580923392
NA20752 EUR_NA20752 12.178000344572
NA20753 EUR_NA20753 7.21502656039026
NA20754 EUR_NA20754 10.7621339307507
NA20755 EUR_NA20755 12.899813334734
NA20756 EUR_NA20756 7.53836761207932
NA20757 EUR_NA20757 13.4137763958599
NA20758 EUR_NA20758 11.6732983757178
NA20759 EUR_NA20759 8.61810039639414
NA20760 EUR_NA20760 9.2519606650114
NA20761 EUR_NA20761 9.7239398098793
NA20765 EUR_NA20765 11.8242857767223
NA20766 EUR_NA20766 11.5902967290195
NA20768 EUR_NA20768 10.2647596390982
NA20769 EUR_NA20769 8.19901182364996
NA20770 EUR_NA20770 8.98926452554661
NA20771 EUR_NA20771 9.26063643394641
NA20772 EUR_NA20772 8.99187246082999
NA20773 EUR_NA20773 8.86450997523099
NA20774 EUR_NA20774 8.04787591149683
NA20775 EUR_NA20775 7.69677683412507
NA20778 EUR_NA20778 11.8223904089954
NA20783 EUR_NA20783 8.64979090082488
NA20785 EUR_NA20785 11.2264037397912
NA20786 EUR_NA20786 9.38073113179743
NA20787 EUR_NA20787 11.9797450282397
NA20790 EUR_NA20790 8.4996621692407
NA20792 EUR_NA20792 10.7070555059438
NA20795 EUR_NA20795 7.72210564317477
NA20796 EUR_NA20796 8.76999241699675
NA20797 EUR_NA20797 7.86818910853709
NA20798 EUR_NA20798 9.8029913227246
NA20799 EUR_NA20799 9.55955602655315
NA20800 EUR_NA20800 8.56996952590269
NA20801 EUR_NA20801 11.8178849793313
NA20802 EUR_NA20802 8.97081466036123
NA20803 EUR_NA20803 11.4188703821846
NA20804 EUR_NA20804 6.88868062185091
NA20805 EUR_NA20805 9.22903982798966
NA20806 EUR_NA20806 13.0706051228251
NA20807 EUR_NA20807 8.96215721782701
NA20808 EUR_NA20808 5.26193294050591
NA20809 EUR_NA20809 10.6550057731075
NA20810 EUR_NA20810 11.2184826090172
NA20811 EUR_NA20811 12.4436220332268
NA20812 EUR_NA20812 8.88853485149639
NA20813 EUR_NA20813 8.76958403495201
NA20814 EUR_NA20814 10.2356631749082
NA20815 EUR_NA20815 12.1164519553023
NA20816 EUR_NA20816 12.789968236948
NA20818 EUR_NA20818 7.26949027207675
NA20819 EUR_NA20819 9.94051409589991
NA20826 EUR_NA20826 9.42813186862868
NA20828 EUR_NA20828 12.862094722043
